case_id,start_time,end_time,(case)_description,Variant,Variant_index,lifecycle_transition,Activity,defectFixed,defectType,numberRepairs,Resource,Role,phoneType,Cost
373,1970-01-09T01:08:00,1970-01-09T01:13:00,Simulated process instance, Variant 6,6, complete, Repair (Simple),,,,SolverS1,SolverS1,,
373,1970-01-09T01:13:00,1970-01-09T01:23:00,Simulated process instance, Variant 6,6, complete, Test Repair,FALSE,,1,Tester1,Tester1,,
373,1970-01-09T01:19:00,1970-01-09T01:19:00,Simulated process instance, Variant 6,6, complete, Inform User,,,,System,System,,
373,1970-01-09T01:31:00,1970-01-09T01:31:00,Simulated process instance, Variant 6,6, complete, Restart Repair,,,,System,System,,
373,1970-01-09T01:31:00,1970-01-09T01:37:00,Simulated process instance, Variant 6,6, complete, Repair (Simple),,,,SolverS1,SolverS1,,
373,1970-01-09T01:37:00,1970-01-09T01:47:00,Simulated process instance, Variant 6,6, complete, Test Repair,FALSE,,2,Tester2,Tester2,,
373,1970-01-09T01:54:00,1970-01-09T01:54:00,Simulated process instance, Variant 6,6, complete, Restart Repair,,,,System,System,,
373,1970-01-09T01:54:00,1970-01-09T02:00:00,Simulated process instance, Variant 6,6, complete, Repair (Simple),,,,SolverS1,SolverS1,,
373,1970-01-09T02:00:00,1970-01-09T02:07:00,Simulated process instance, Variant 6,6, complete, Test Repair,FALSE,,3,Tester4,Tester4,,
373,1970-01-09T02:14:00,1970-01-09T02:14:00,Simulated process instance, Variant 6,6, complete, Archive Repair,FALSE,,3,System,System,,
374,1970-01-09T23:53:00,1970-01-09T23:53:00,Simulated process instance, Variant 9,9, complete, Register,,,,System,System,,
374,1970-01-09T23:53:00,1970-01-10T00:02:00,Simulated process instance, Variant 9,9, complete, Analyze Defect,,4,,Tester2,Tester2,T3,
374,1970-01-10T00:19:00,1970-01-10T00:19:00,Simulated process instance, Variant 9,9, complete, Inform User,,,,System,System,,
374,1970-01-10T00:31:00,1970-01-10T00:49:00,Simulated process instance, Variant 9,9, complete, Repair (Simple),,,,SolverS3,SolverS3,,
374,1970-01-10T00:49:00,1970-01-10T00:55:00,Simulated process instance, Variant 9,9, complete, Test Repair,TRUE,,1,Tester1,Tester1,,
374,1970-01-10T01:03:00,1970-01-10T01:03:00,Simulated process instance, Variant 9,9, complete, Archive Repair,TRUE,,1,System,System,,
375,1970-01-09T13:21:00,1970-01-09T13:21:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
375,1970-01-09T13:21:00,1970-01-09T13:29:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,9,,Tester5,Tester5,T1,
375,1970-01-09T13:45:00,1970-01-09T14:02:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC1,SolverC1,,
375,1970-01-09T14:02:00,1970-01-09T14:10:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
375,1970-01-09T14:18:00,1970-01-09T14:18:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
375,1970-01-09T14:18:00,1970-01-09T14:18:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
376,1970-01-08T23:04:00,1970-01-08T23:04:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
376,1970-01-08T23:04:00,1970-01-08T23:09:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,1,,Tester5,Tester5,T3,
376,1970-01-08T23:28:00,1970-01-08T23:39:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS3,SolverS3,,
376,1970-01-08T23:39:00,1970-01-08T23:49:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester3,Tester3,,
376,1970-01-08T23:46:00,1970-01-08T23:46:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
376,1970-01-08T23:58:00,1970-01-08T23:58:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
377,1970-01-09T21:58:00,1970-01-09T21:58:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
377,1970-01-09T21:58:00,1970-01-09T22:06:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,10,,Tester5,Tester5,T3,
377,1970-01-09T22:27:00,1970-01-09T22:27:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
377,1970-01-09T22:28:00,1970-01-09T22:38:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC2,SolverC2,,
377,1970-01-09T22:38:00,1970-01-09T22:44:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
377,1970-01-09T22:53:00,1970-01-09T22:53:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
378,1970-01-10T03:04:00,1970-01-10T03:04:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
378,1970-01-10T03:04:00,1970-01-10T03:09:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,3,,Tester4,Tester4,T2,
378,1970-01-10T03:16:00,1970-01-10T03:23:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS2,SolverS2,,
378,1970-01-10T03:23:00,1970-01-10T03:33:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester6,Tester6,,
378,1970-01-10T03:46:00,1970-01-10T03:46:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
378,1970-01-10T03:46:00,1970-01-10T03:46:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
379,1970-01-10T01:41:00,1970-01-10T01:41:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
379,1970-01-10T01:41:00,1970-01-10T01:50:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,8,,Tester3,Tester3,T2,
379,1970-01-10T02:17:00,1970-01-10T02:35:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC1,SolverC1,,
379,1970-01-10T02:32:00,1970-01-10T02:32:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
379,1970-01-10T02:35:00,1970-01-10T02:41:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
379,1970-01-10T02:47:00,1970-01-10T02:47:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
38,1970-01-02T04:46:00,1970-01-02T04:46:00,Simulated process instance, Variant 32,32, complete, Register,,,,System,System,,
38,1970-01-02T04:46:00,1970-01-02T04:51:00,Simulated process instance, Variant 32,32, complete, Analyze Defect,,8,,Tester2,Tester2,T3,
38,1970-01-02T05:00:00,1970-01-02T05:10:00,Simulated process instance, Variant 32,32, complete, Repair (Complex),,,,SolverC2,SolverC2,,
38,1970-01-02T05:10:00,1970-01-02T05:16:00,Simulated process instance, Variant 32,32, complete, Test Repair,FALSE,,0,Tester5,Tester5,,
38,1970-01-02T05:23:00,1970-01-02T05:23:00,Simulated process instance, Variant 32,32, complete, Restart Repair,,,,System,System,,
38,1970-01-02T05:23:00,1970-01-02T05:34:00,Simulated process instance, Variant 32,32, complete, Repair (Complex),,,,SolverC1,SolverC1,,
38,1970-01-02T05:34:00,1970-01-02T05:39:00,Simulated process instance, Variant 32,32, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
38,1970-01-02T05:37:00,1970-01-02T05:37:00,Simulated process instance, Variant 32,32, complete, Inform User,,,,System,System,,
38,1970-01-02T05:49:00,1970-01-02T05:49:00,Simulated process instance, Variant 32,32, complete, Archive Repair,TRUE,,0,System,System,,
380,1970-01-09T16:55:00,1970-01-09T16:55:00,Simulated process instance, Variant 5,5, complete, Register,,,,System,System,,
380,1970-01-09T16:55:00,1970-01-09T17:02:00,Simulated process instance, Variant 5,5, complete, Analyze Defect,,4,,Tester4,Tester4,T3,
380,1970-01-09T17:21:00,1970-01-09T17:35:00,Simulated process instance, Variant 5,5, complete, Repair (Simple),,,,SolverS3,SolverS3,,
380,1970-01-09T17:27:00,1970-01-09T17:27:00,Simulated process instance, Variant 5,5, complete, Inform User,,,,System,System,,
380,1970-01-09T17:35:00,1970-01-09T17:43:00,Simulated process instance, Variant 5,5, complete, Test Repair,TRUE,,1,Tester6,Tester6,,
380,1970-01-09T17:49:00,1970-01-09T17:49:00,Simulated process instance, Variant 5,5, complete, Archive Repair,TRUE,,1,System,System,,
381,1970-01-09T06:36:00,1970-01-09T06:36:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
381,1970-01-09T06:36:00,1970-01-09T06:42:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,8,,Tester1,Tester1,T2,
381,1970-01-09T06:48:00,1970-01-09T07:07:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC1,SolverC1,,
381,1970-01-09T07:07:00,1970-01-09T07:15:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
381,1970-01-09T07:18:00,1970-01-09T07:18:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
381,1970-01-09T07:22:00,1970-01-09T07:22:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
382,1970-01-09T00:23:00,1970-01-09T00:23:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
382,1970-01-09T00:23:00,1970-01-09T00:30:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,6,,Tester2,Tester2,T2,
382,1970-01-09T00:31:00,1970-01-09T01:18:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
382,1970-01-09T00:52:00,1970-01-09T00:52:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
382,1970-01-09T01:18:00,1970-01-09T01:28:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
382,1970-01-09T01:36:00,1970-01-09T01:36:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
383,1970-01-09T06:08:00,1970-01-09T06:08:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
383,1970-01-09T06:08:00,1970-01-09T06:16:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester2,Tester2,T2,
383,1970-01-09T06:35:00,1970-01-09T07:21:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
383,1970-01-09T06:41:00,1970-01-09T06:41:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
383,1970-01-09T07:21:00,1970-01-09T07:26:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
383,1970-01-09T07:32:00,1970-01-09T07:32:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
384,1970-01-10T09:05:00,1970-01-10T09:05:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
384,1970-01-10T09:05:00,1970-01-10T09:14:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,8,,Tester1,Tester1,T2,
384,1970-01-10T09:19:00,1970-01-10T09:39:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC1,SolverC1,,
384,1970-01-10T09:39:00,1970-01-10T09:45:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
384,1970-01-10T09:51:00,1970-01-10T09:51:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
384,1970-01-10T09:51:00,1970-01-10T09:51:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
385,1970-01-09T17:10:00,1970-01-09T17:10:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
385,1970-01-09T17:10:00,1970-01-09T17:19:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,9,,Tester6,Tester6,T2,
385,1970-01-09T17:35:00,1970-01-09T17:45:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
385,1970-01-09T17:45:00,1970-01-09T17:55:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
385,1970-01-09T18:03:00,1970-01-09T18:03:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
385,1970-01-09T18:03:00,1970-01-09T18:03:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
386,1970-01-09T03:54:00,1970-01-09T03:54:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
386,1970-01-09T03:54:00,1970-01-09T04:04:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,6,,Tester6,Tester6,T2,
386,1970-01-09T04:19:00,1970-01-09T04:33:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS3,SolverS3,,
386,1970-01-09T04:33:00,1970-01-09T04:40:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester3,Tester3,,
386,1970-01-09T04:45:00,1970-01-09T04:45:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
386,1970-01-09T04:50:00,1970-01-09T04:50:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
387,1970-01-09T18:26:00,1970-01-09T18:26:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
387,1970-01-09T18:26:00,1970-01-09T18:32:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester1,Tester1,T1,
387,1970-01-09T18:41:00,1970-01-09T19:01:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC1,SolverC1,,
387,1970-01-09T18:56:00,1970-01-09T18:56:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
387,1970-01-09T19:01:00,1970-01-09T19:07:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
387,1970-01-09T19:16:00,1970-01-09T19:16:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
388,1970-01-09T06:21:00,1970-01-09T06:21:00,Simulated process instance, Variant 14,14, complete, Register,,,,System,System,,
388,1970-01-09T06:21:00,1970-01-09T06:28:00,Simulated process instance, Variant 14,14, complete, Analyze Defect,,1,,Tester6,Tester6,T3,
388,1970-01-09T06:32:00,1970-01-09T06:39:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS1,SolverS1,,
388,1970-01-09T06:39:00,1970-01-09T06:45:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,1,Tester2,Tester2,,
388,1970-01-09T06:50:00,1970-01-09T06:50:00,Simulated process instance, Variant 14,14, complete, Restart Repair,,,,System,System,,
388,1970-01-09T06:50:00,1970-01-09T06:57:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS1,SolverS1,,
388,1970-01-09T06:57:00,1970-01-09T07:05:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,2,Tester2,Tester2,,
388,1970-01-09T07:02:00,1970-01-09T07:02:00,Simulated process instance, Variant 14,14, complete, Inform User,,,,System,System,,
388,1970-01-09T07:15:00,1970-01-09T07:15:00,Simulated process instance, Variant 14,14, complete, Restart Repair,,,,System,System,,
388,1970-01-09T07:15:00,1970-01-09T07:20:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS1,SolverS1,,
388,1970-01-09T07:20:00,1970-01-09T07:25:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,3,Tester2,Tester2,,
388,1970-01-09T07:33:00,1970-01-09T07:33:00,Simulated process instance, Variant 14,14, complete, Archive Repair,FALSE,,3,System,System,,
389,1970-01-09T01:49:00,1970-01-09T01:49:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
389,1970-01-09T01:49:00,1970-01-09T01:58:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester5,Tester5,T1,
389,1970-01-09T02:13:00,1970-01-09T02:31:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC1,SolverC1,,
389,1970-01-09T02:16:00,1970-01-09T02:16:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
389,1970-01-09T02:31:00,1970-01-09T02:36:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
389,1970-01-09T02:46:00,1970-01-09T02:46:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
39,1970-01-02T03:05:00,1970-01-02T03:05:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
39,1970-01-02T03:05:00,1970-01-02T03:12:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,3,,Tester2,Tester2,T3,
39,1970-01-02T03:13:00,1970-01-02T03:19:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS2,SolverS2,,
39,1970-01-02T03:19:00,1970-01-02T03:26:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester4,Tester4,,
39,1970-01-02T03:30:00,1970-01-02T03:30:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
39,1970-01-02T03:34:00,1970-01-02T03:34:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
390,1970-01-10T16:21:00,1970-01-10T16:21:00,Simulated process instance, Variant 6,6, complete, Register,,,,System,System,,
390,1970-01-10T16:21:00,1970-01-10T16:31:00,Simulated process instance, Variant 6,6, complete, Analyze Defect,,4,,Tester4,Tester4,T2,
390,1970-01-10T16:50:00,1970-01-10T16:56:00,Simulated process instance, Variant 6,6, complete, Repair (Simple),,,,SolverS1,SolverS1,,
390,1970-01-10T16:56:00,1970-01-10T17:01:00,Simulated process instance, Variant 6,6, complete, Test Repair,FALSE,,1,Tester5,Tester5,,
390,1970-01-10T17:07:00,1970-01-10T17:07:00,Simulated process instance, Variant 6,6, complete, Inform User,,,,System,System,,
390,1970-01-10T17:11:00,1970-01-10T17:11:00,Simulated process instance, Variant 6,6, complete, Restart Repair,,,,System,System,,
390,1970-01-10T17:11:00,1970-01-10T17:19:00,Simulated process instance, Variant 6,6, complete, Repair (Simple),,,,SolverS2,SolverS2,,
390,1970-01-10T17:19:00,1970-01-10T17:26:00,Simulated process instance, Variant 6,6, complete, Test Repair,FALSE,,2,Tester6,Tester6,,
390,1970-01-10T17:32:00,1970-01-10T17:32:00,Simulated process instance, Variant 6,6, complete, Restart Repair,,,,System,System,,
390,1970-01-10T17:32:00,1970-01-10T17:39:00,Simulated process instance, Variant 6,6, complete, Repair (Simple),,,,SolverS1,SolverS1,,
390,1970-01-10T17:39:00,1970-01-10T17:45:00,Simulated process instance, Variant 6,6, complete, Test Repair,FALSE,,3,Tester4,Tester4,,
390,1970-01-10T17:53:00,1970-01-10T17:53:00,Simulated process instance, Variant 6,6, complete, Archive Repair,FALSE,,3,System,System,,
391,1970-01-10T09:53:00,1970-01-10T09:53:00,Simulated process instance, Variant 15,15, complete, Register,,,,System,System,,
391,1970-01-10T09:53:00,1970-01-10T10:00:00,Simulated process instance, Variant 15,15, complete, Analyze Defect,,10,,Tester2,Tester2,T3,
391,1970-01-10T10:15:00,1970-01-10T10:27:00,Simulated process instance, Variant 15,15, complete, Repair (Complex),,,,SolverC2,SolverC2,,
391,1970-01-10T10:18:00,1970-01-10T10:18:00,Simulated process instance, Variant 15,15, complete, Inform User,,,,System,System,,
391,1970-01-10T10:27:00,1970-01-10T10:35:00,Simulated process instance, Variant 15,15, complete, Test Repair,FALSE,,0,Tester1,Tester1,,
391,1970-01-10T10:41:00,1970-01-10T10:41:00,Simulated process instance, Variant 15,15, complete, Restart Repair,,,,System,System,,
391,1970-01-10T10:41:00,1970-01-10T10:52:00,Simulated process instance, Variant 15,15, complete, Repair (Complex),,,,SolverC2,SolverC2,,
391,1970-01-10T10:52:00,1970-01-10T11:01:00,Simulated process instance, Variant 15,15, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
391,1970-01-10T11:10:00,1970-01-10T11:10:00,Simulated process instance, Variant 15,15, complete, Archive Repair,TRUE,,0,System,System,,
392,1970-01-10T00:55:00,1970-01-10T00:55:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
392,1970-01-10T00:55:00,1970-01-10T01:03:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester2,Tester2,T2,
392,1970-01-10T01:19:00,1970-01-10T01:59:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
392,1970-01-10T01:49:00,1970-01-10T01:49:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
392,1970-01-10T01:59:00,1970-01-10T02:07:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester1,Tester1,,
392,1970-01-10T02:13:00,1970-01-10T02:13:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
393,1970-01-09T11:37:00,1970-01-09T11:37:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
393,1970-01-09T11:37:00,1970-01-09T11:42:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester6,Tester6,T2,
393,1970-01-09T12:10:00,1970-01-09T12:30:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC1,SolverC1,,
393,1970-01-09T12:16:00,1970-01-09T12:16:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
393,1970-01-09T12:30:00,1970-01-09T12:36:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
393,1970-01-09T12:46:00,1970-01-09T12:46:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
394,1970-01-09T10:27:00,1970-01-09T10:27:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
394,1970-01-09T10:27:00,1970-01-09T10:32:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,9,,Tester3,Tester3,T1,
394,1970-01-09T10:43:00,1970-01-09T11:00:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC2,SolverC2,,
394,1970-01-09T10:51:00,1970-01-09T10:51:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
394,1970-01-09T11:00:00,1970-01-09T11:10:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
394,1970-01-09T11:16:00,1970-01-09T11:16:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
395,1970-01-09T18:02:00,1970-01-09T18:02:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
395,1970-01-09T18:02:00,1970-01-09T18:07:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,7,,Tester4,Tester4,T1,
395,1970-01-09T18:26:00,1970-01-09T18:26:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
395,1970-01-09T18:31:00,1970-01-09T19:17:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC3,SolverC3,,
395,1970-01-09T19:17:00,1970-01-09T19:23:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
395,1970-01-09T19:31:00,1970-01-09T19:31:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
396,1970-01-09T04:46:00,1970-01-09T04:46:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
396,1970-01-09T04:46:00,1970-01-09T04:54:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,8,,Tester4,Tester4,T2,
396,1970-01-09T05:21:00,1970-01-09T05:21:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
396,1970-01-09T05:22:00,1970-01-09T06:05:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC3,SolverC3,,
396,1970-01-09T06:05:00,1970-01-09T06:11:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
396,1970-01-09T06:17:00,1970-01-09T06:17:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
397,1970-01-09T16:47:00,1970-01-09T16:47:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
397,1970-01-09T16:47:00,1970-01-09T16:54:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,9,,Tester3,Tester3,T1,
397,1970-01-09T17:13:00,1970-01-09T17:13:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
397,1970-01-09T17:14:00,1970-01-09T18:01:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC3,SolverC3,,
397,1970-01-09T18:01:00,1970-01-09T18:07:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
397,1970-01-09T18:12:00,1970-01-09T18:12:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
398,1970-01-10T11:18:00,1970-01-10T11:18:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
398,1970-01-10T11:18:00,1970-01-10T11:23:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,8,,Tester4,Tester4,T2,
398,1970-01-10T11:46:00,1970-01-10T12:02:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC2,SolverC2,,
398,1970-01-10T11:54:00,1970-01-10T11:54:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
398,1970-01-10T12:02:00,1970-01-10T12:11:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
398,1970-01-10T12:21:00,1970-01-10T12:21:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
399,1970-01-09T10:29:00,1970-01-09T10:29:00,Simulated process instance, Variant 9,9, complete, Register,,,,System,System,,
399,1970-01-09T10:29:00,1970-01-09T10:38:00,Simulated process instance, Variant 9,9, complete, Analyze Defect,,2,,Tester2,Tester2,T1,
399,1970-01-09T10:55:00,1970-01-09T10:55:00,Simulated process instance, Variant 9,9, complete, Inform User,,,,System,System,,
399,1970-01-09T11:07:00,1970-01-09T11:24:00,Simulated process instance, Variant 9,9, complete, Repair (Simple),,,,SolverS3,SolverS3,,
399,1970-01-09T11:24:00,1970-01-09T11:34:00,Simulated process instance, Variant 9,9, complete, Test Repair,TRUE,,1,Tester5,Tester5,,
399,1970-01-09T11:44:00,1970-01-09T11:44:00,Simulated process instance, Variant 9,9, complete, Archive Repair,TRUE,,1,System,System,,
4,1970-01-02T01:46:00,1970-01-02T01:46:00,Simulated process instance, Variant 5,5, complete, Register,,,,System,System,,
4,1970-01-02T01:46:00,1970-01-02T01:53:00,Simulated process instance, Variant 5,5, complete, Analyze Defect,,1,,Tester6,Tester6,T1,
4,1970-01-02T02:21:00,1970-01-02T02:32:00,Simulated process instance, Variant 5,5, complete, Repair (Simple),,,,SolverS3,SolverS3,,
4,1970-01-02T02:29:00,1970-01-02T02:29:00,Simulated process instance, Variant 5,5, complete, Inform User,,,,System,System,,
4,1970-01-02T02:32:00,1970-01-02T02:42:00,Simulated process instance, Variant 5,5, complete, Test Repair,TRUE,,1,Tester3,Tester3,,
4,1970-01-02T02:50:00,1970-01-02T02:50:00,Simulated process instance, Variant 5,5, complete, Archive Repair,TRUE,,1,System,System,,
40,1970-01-02T09:02:00,1970-01-02T09:02:00,Simulated process instance, Variant 9,9, complete, Register,,,,System,System,,
40,1970-01-02T09:02:00,1970-01-02T09:07:00,Simulated process instance, Variant 9,9, complete, Analyze Defect,,1,,Tester5,Tester5,T2,
40,1970-01-02T09:22:00,1970-01-02T09:22:00,Simulated process instance, Variant 9,9, complete, Inform User,,,,System,System,,
